AR00MBZ1187B9B5DB1|ff748426-8873-4725-bdc7-c2b18b510d41|TRMRCJH128F92E389E|Memphis Minnie
AR00MQ31187B9ACD8F|0c676ed4-ee63-4133-b310-5ec26bd40a33|TRMZHGC12903D0CF09|Chris Carrier
AR00P3M1187FB5428C|b3a35974-4703-4423-92bf-a1b5ac6cac3b|TRMMMOT128F931A571|The Advent
AR00QZQ1187B98EBDB|9a470310-b4c4-42d9-b432-a780fff5ce9d|TRGZYUT128F932E344|Left Front Tire
AR00RAE1187FB41114|6954c529-a901-4d94-87cf-032653a0feec|TRMRADY128F4277740|Lulu
AR00RBU1187B9B3F1F|b51fa778-3b35-4907-89c0-a33dc17bf7ce|TRBVZNS128F1460F57|Matthew Jay
AR00TGQ1187B994F29|e61a882e-cee2-4aa9-8d73-bee3c85a44c0|TRMITNJ128F9307269|Paula Toller
AR00UCM1187B9AAFFB|4907bbe1-d234-419f-b0e0-797d8ecc0ef2|TRRNGMF128F427EC30|Nachtluft
AR00Y9I1187B999412|fc1abced-ff90-4a42-9998-2e18cceef041|TRWTMKM12903CDF74A|Akercocke
AR00YYQ1187FB504DC|d5149e67-d3d8-48ab-94ce-8beaf1a5a9d2|TRWPEOE128F427E8D0|God Is My Co-Pilot
AR013KN1187FB5AC4C|501e6125-787b-451c-bdb0-ce6652d60d30|TRMPFFI128EF34DE01|Joey Heatherton
AR014T71187B9B8756|36efff8d-2d6a-404b-aa1b-f9c6215b31f3|TRMOAYC12903CA7775|Miguel Puente
AR015LY1187B98CCAF|d4570f76-d803-429d-80ec-1b966c2c45ed|TRMZVQJ128F93036CB|Cheb i Sabbah
AR015PN1187B993F3A|3978d2ea-7e0f-44ee-abb0-86b69bd06bec|TRGPNBV128F92D69B7|Serafin Zubiri
AR016P51187B98E398|d3ef5f98-8d70-4b21-b3b8-91b92629891c|TRGMOZD12903CB0418|Indian Ropeman
AR0174X1187B98E3E7|f915729b-e286-4a21-86cb-a8253c1968e7|TRMCDUL12903CA0C4C|Instigators
AR018Y21187B98A462|ba07462b-bba8-46ee-9f81-b87789a75e20|TRMHTWA128F92F7396|KEROSENE CLUB
AR01AEG1187B9B6070|14f58803-a872-4d18-b708-96ee77aa0b47|TRGATRJ12903CC844C|Le sport
AR01B551187B9A923C|7a972971-5326-42a1-bec1-05f5540ae0fa|TRMJEOS12903CE368D|Martyn Hare
AR01C201187B9B7F3D|337d3faf-d9d2-49a9-9a5b-891cc90a43f7|TRMVMUK12903CC7306|Elia Cmiral
AR01CEY1187FB51FE0|3bf201a2-486a-42cd-9f8a-1c6f28bafa10|TRWPYDI128F42B116D|28 Costumes
AR01CVS1187B99E9DD|d4762e35-c974-48a8-adf3-7d9db1c52ebd|TRMZTWD12903CE23E0|Walt
AR01G6G1187B9892EF|ff1d5d24-f476-4a90-b0e0-4fba52b41f78|TRMGEPN128F92DF200|Tonino Carotone
AR01HKT1187B996F26|9639cd52-c351-4a17-9797-58880e95a7ef|TRMQVYV128F4242DBD|The Mountain Goats
AR01HXB1187FB54C93|d67a52a0-568e-4382-a8dc-79fdf71351ea|TRMFJCE128F9336220|Unwed Sailor
AR01IP11187B9AF5D2|dbd2ebce-623d-4639-946e-c558bf56a0e3|TRMWRWB12903CDCEEA|Call To Preserve
AR01OSO1187B9AA610|a6eade61-0d52-456f-a6eb-ad3d685d746c|TRHKSGC128F934626A|Don Armando's Second Avenue Rhumba Band
AR01RRX1187B9896B0|b8df224b-e0e9-422c-a4e6-20d3f3e4e099|TRDDXHD128EF348A9D|Flav-O-Pac
AR01S3D1187FB50A53|6619d534-0e17-4241-a1d0-2f8ec84968c4|TRWNAEG128F92FFC7F|Charlie Parr
AR01SCU1187B9A693C|7cf785c5-0b1b-45d0-a851-f820af381ce3|TRWDCWN128F42178A7|Street Dogs
AR01SFH1187B98AD3C|47bd8909-200b-459b-aada-520760376a5a|TRWULUI128F427ED5E|Clifford Hayes & The Louisville Jug Bands
AR01SQ31187FB3C4C2|63a3b285-3cec-444c-ab76-5b1e306c7011|TRMTFPM128F42945D4|FM Einheit
AR01SXQ119B86698DC|07103f05-5649-48f5-8f8c-d1167449e8ef|TRHGUJO128F92E651A|Wolfmare
AR01TBY1187FB57622|d28fefce-cd96-47bb-bc3c-d13e4e9deb96|TRMGKXR128F93049C3|The Breakaways
AR01TDM1187B993479|8cf95982-49be-4a25-9735-cccb9e340431|TRMLWQO128F146A887|Hannah Morris
AR01UD01187B99DED8|fe956126-41d4-4112-84a9-911015aea8a2|TRSWBKA128F4231BEF|Hadag Nachash
AR01VU31187B997DA0|103241b0-6adf-4b4f-9cff-5c87459f61a4|TRMXIGW128F146327B|Grand Funk Railroad
AR01W2D1187FB5912F|125948ec-7f91-4d1a-8b83-accbf50fae3d|TRMIBZT128F424D581|3OH!3
AR01WBK1187B9A8E08|683db86c-782e-4e69-854f-44ccf3564b02|TRMPONL128F92CCAF1|Scott Dunbar
AR01WHF1187B9B53B8|a49b394a-2d64-4d57-b4fe-b389a3cabafd|TRMALMD128F92F1BED|Lullatone
AR01ZGX1187B99C7B1|333b460d-90de-4ffe-8d19-fae44ad75a9c|TRXMWQU128F4225811|2 By Bukowski
AR01ZNN1187B9B15A4|43a5974d-6b79-49d1-a3ac-d79b7b1ca2bc|TRBCXFE12903CBD4C3|Egg
AR020PM1187FB3F357|34101668-3a6e-4fb7-8a8e-8f6130cb9127|TRMPVJB128F148F0E7|Stephan Eicher
AR022JO1187B99587B|9538ab80-dcbf-4b94-a0cf-e5d1fbbc42c9|TRWADGY128F92FD231|Ross
AR026BB1187B994DC3|b8faec77-6c10-4e1f-98ff-b13c58fc3309|TRMAKPB128F92EC501|Ijahman Levi
AR026PU1187FB43FD9|e389160d-6d98-4657-9a75-9229b41621bc|TRMZDII128F92FD64D|The Vapors
AR028WM1187FB3DADB|ac69d2fb-2946-4e66-aaed-3a50448667bc|TRFOWHP12903CE8D9C|Jon Silva
AR028WW1187FB3C9B4|7ffa9059-2a8b-4c18-9fe1-0d5aad9d7126|TRMOVAH128F92EBF51|Tiffany Evans
AR02CJN11A348EFE3A|63e5f601-1762-4dee-bace-0fb6d2a11725|TRTZSLY12903D1171C|Alex Chilcott
AR02CY11187B99E7E8|bdfa8a02-4f77-4f35-bab9-fe5b09a5f1e8|TRMNSFW12903CA91AD|Wa Wa Nee
AR02DB61187B9A0B5E|bf035517-124e-409b-90f5-35618081a332|TRBANKK12903CDA071|Annie Philippe
AR02G8X1187FB394D9|38d92e5b-8945-4080-aac2-6f8f444682d4|TRMFZAO128F42392FF|Charles Wright & The Watts 103rd. Street Rhythm Band
AR02GYB1187FB5AB92|55b527c9-2e17-4479-8798-a1d9ce6a3e89|TRCPULD128F4284E31|The Assemble Head In Sunburst Sound
AR02IU11187FB513F2|f19ad155-d809-4770-ab8d-7579467d9f55|TRMMEKF128F935E197|Tito Puente
AR02JG91187FB39B7F|c8620bb9-b3e7-48fc-98f2-5d26ea0a478c|TRMISYJ128F4243AFC|Department S
AR02KZG1187FB3B3B4|87d93b85-413c-4374-b2bc-3ac5ef2c3189|TRWHJGI12903CD4403|Hi-Fi Companions
AR02LLE1187B98CDE3|bb1ee9fe-c5b9-46da-94ab-ea6bec84b7aa|TRMWXCZ12903C99B75|City
AR02LMQ1187B992AC9|821eaa7e-79b9-4aeb-837c-6acc868ce5f1|TRWMGBQ128F42574FD|The Classic Crime
AR02MJ91187B9B3D80|890f2a9a-6488-409c-8684-d28b283b5b80|TRWUXWK128F14522CF|White Rose Movement
AR02PUA1187FB52574|a58debc2-2ce8-4cad-8db9-619466a025be|TRMGFTS128F933F227|Delta 9
AR02QB911C8A4158BA|a1150405-1bf6-4c4b-be63-27d16e2f1e8f|TRGWYKG128F425C3A3|GK
AR02S0A1187B98C867|e8927190-ffa3-436c-a8c5-9eedffcafda3|TRBWEEP12903CD4E33|The Bobbettes
AR02T3I1187FB4D0E5|cbcac997-3a1c-4676-8769-449c82b3de5c|TRMGATK128F42818AC|Aberfeldy
AR02T6T1187FB3D8E5|7688c355-5c6c-4ce3-be30-3e5137fd21be|TRMNBQG12903CE2FF5|Working Week
AR02TU31187FB5629E|19e07fd0-5642-47a0-a2b9-b8176e6b06e5|TRMOUBK128F9347E40|Brooke Waggoner
AR02U831187B9B60B0|e6f43a94-2233-4b06-9b27-b79a41e43752|TRGUEBG128F4289463|Laura
AR02UJP1187B9910C5|d6305a56-3580-4c1c-bc87-c72d27d8d5fe|TRMHMNS128F4259E19|Usherhouse
AR02WCL1187B9A7FDF|43c8ff8d-feb9-4421-a276-bbc64177fd09|TRZCZXR128F93005E0|Stockholm Syndrome
AR02WQR1187B997F8A|70a65cf5-9dee-4132-8e0e-143dcf3b8dcb|TRGNDCV128F1476681|Laura Lee
AR02X7I1187FB41C6F|5f01b6c0-fb67-4076-bd55-d51504374f99|TRMRJIS128F9341F85|Shonky
AR02YGA1187B9B8AC4|e90428f4-29ef-47b4-a081-75e415f51037|TRMHAOQ12903CB45A2|Bersuit Vergarabat
AR02YSG1187FB382EA|02809fda-8319-4628-b165-a51213bf30ac|TRWGEMS128F9342F06|Beth Carvalho
AR02Z7X1187FB5806F|5fbe4178-a376-4244-94af-7286997556cf|TRAEMNA128F4290D16|Tom Novy feat. Virginia
AR030L21187B993260|894e1331-0cd2-4ffa-92f0-a8b49769f60b|TRMTDOK128F92E9189|Tre-8
AR035N21187FB3938E|88e2147d-0332-46f6-85b2-b5f463ba957b|TRMMEDP12903CDA710|BT feat. Erire
AR035X11187B996BB9|e47610f6-d56f-478f-bc91-b4bdc8a1c1df|TRCANVV128F4275992|Hong Kong Counterfeit
AR039B11187B9B30D0|fb9719bf-c477-4223-b319-986eb4168a91|TRMMWTW128F42783DD|John Williams
AR03AC11187FB39256|8688b60c-0469-40f2-827e-f4bd6900051b|TRHTNEC12903CE1D27|Ecco
AR03BDP1187FB5B324|45a663b5-b1cb-4a91-bff6-2bef7bbfdd76|TRMGRML128F425E8B0|Britney Spears
AR03BUL1187B98A151|10e9f96b-aaa4-47ef-9e65-fd7370cf2b47|TRGQMYE12903CB3A77|Part_e
AR03D6O1187B9B0108|36081810-e02c-4b1f-8134-96bd5056f5b7|TRMOYVN12903D02325|Boy Omega
AR03E4O1187FB3DEB1|f54de4db-140d-4782-a1e6-13449f1eecec|TRWFGLR128F92FC3CD|Doc Holliday
AR03ESE1187B992BC5|1ae8a5ce-7444-458b-a651-c99ba6506d7b|TRMMNUX128F1462B8D|Bon Voyage
AR03FDN1187FB3EC85|69bae78b-7874-441f-a20e-856a797cd8da|TRMUODO128F93018CF|Not Waving But Drowning
AR03FJW1187B98AFEE|03e74034-4d53-45e9-9cc7-aa8d588a2449|TRZLYSR128F4258A52|Nu-matic
AR03G0O1187B9A2769|52fce734-3b15-435c-a13d-c3ec029cd9a7|TRMBGEA128F4222F31|Stephen DeRuby
AR03G121187FB52EDF|46903481-c27e-414a-b169-428f986061ea|TRCRCPM128F930427C|Brent Bourgeois
AR03GWG1187B9B6C85|b910d27d-dc4f-4f2e-9a10-43057eb96a5a|TRMPIUB128F428D5CF|Love Inc.
AR03HKM1187B99D736|c1180341-84e4-41b9-a89f-9503a223c548|TRHAOOT128F4262783|Day Of Contempt
AR03IZC1187FB3E058|6bad3ced-9f42-4d72-9f88-999f341cc962|TRMCDTV128F424D03C|Aidonia
AR03K5W1187B99099A|8213de57-8d1b-46db-b7eb-36a501838a42|TRMABWW12903C9B1EA|Eisblut
AR03K611187FB3B664|7a2d7204-28f4-46a9-9ad5-ce6f5582b7bb|TRHQMEB128F932DB15|Lolita Storm
AR03MRK1187FB3A8E0|f1ed3108-91b5-4e25-8414-7fbd6a14416d|TRQDKQN128F932DE49|The Devotions
AR03MV71187B9B68BE||TRGHSKH12903CF6C82|Wounded
AR03NAV1187B9920EF|c5db90c4-580d-4f33-b364-fbaa5a3a58b5|TRKOJGC128F9300311|The Murmurs
AR03NYQ1187FB3A91A|475d39b6-b413-4052-b78c-b3b74c39154d|TRMSRSW12903CAD4A0|Quatuor mosaïques
AR03P141187B9B8CE6|be5998d6-3601-43d9-b35d-39717885af96|TRGKLVX128F4278E64|Teo Mammucari
AR03QBI1187B9B7208|031b78c4-ea39-4443-8565-9e557273c557|TRNMFOH128F933785E|Retaliator
AR03RKZ1187B9AE356|06ae0d83-fb18-4384-926f-60fe63d8260a|TRWLYWA128F934DE32|Toninho Horta
AR03VDD1187FB3DD32|ca8da504-b281-478b-839c-52f49d85dbf2|TRHMKZS128F4243CF7|Toumani Diabaté's Symmetric Orchestra
AR03VRD1187B989233|362a3ab7-829e-4425-a90f-344aac0d38a3|TRCTAPJ128F93351AE|London Boys
AR03VZI1187B99EF58|379ec45a-d863-44b0-96be-47d19dd224c0|TRZUIVD12903CC3E30|Baby Rasta Y Gringo
AR03Z7E1187FB44816|95c1c479-943d-42b1-a511-261e4d897d9d|TRHTLAN128F1456543|Terry Hall
AR03ZCO1187FB52E0E|c27c0722-a6ad-4cc6-8ad6-88ece08529ea|TRMSXXS128F92E6F77|Khan / Steve Hillage / Dave Stewart
AR040JZ1187FB399A9|f319b57a-a494-40f6-a467-3d196d3484e6|TRMCILH12903CEC65F|Sparks
AR040M31187B98CA41|eddd6562-ab2a-4a26-a53a-2141854a57df|TRMQLEY128F42702CF|The Bug
AR040QX1187FB4CFE1|bc1c8f3f-6f36-4086-a470-87ed813dd429|TRMJYRY128F42972AE|Alexisonfire
AR040RJ1187FB4D2AB|eeee6fb2-d69a-42e2-af8a-9899957abf70|TRMRBMZ128F149799D|Azure Ray
AR045KI1187FB56E7B|cbaafb20-eb74-421a-85f1-2bb6341aad23|TRMALIN128F92F673F|Propellerheads
AR046N51187FB36218|54ae5d6b-c045-4a50-b087-b51a7993c97c|TRMEXTI128F92D3CE9|Luca Zeta
AR048JZ1187B9AEB85|3630fff3-52fc-4e97-ab01-d68fd88e4135|TRWEJYO128F4263186|Yellowcard
AR049S81187B9AE8A5|7adaabfb-acfb-47bc-8c7c-59471c2f0db8|TRMWVUY128E0781705|The Human League
AR04BF811A348F050D|b41e43ae-d15d-4a45-b8ee-f025424a5a62|TRWAAYD128F424FE7B|Teenagers In Tokyo
AR04C2D1187FB36D84|7c6bf711-2d80-498c-8da2-19146c3e0125|TRWPDYU128F425674E|Os Tres Morais
AR04CD41187B998643|0d67421f-b73a-42e7-ae74-1451372bf811|TRFCXJV128F4257ED6|Rova
AR04F2Z1187B991889|c2c7d020-187f-4ba7-af50-db08ea3d45b2|TRGFHMS128F4247FD2|Jakobinarina
AR04HVF1187FB39482|f9974a34-a5ed-4e1c-8059-8225e113a43a|TRWYBDV128F934C017|Demiricous
AR04IUR1187B9B4F5C|c8da45f1-2cab-42e1-819c-175b139a7170|TRQFGVB128F426A493|Michi Lange
AR04K3C1187B98F387|06d9bc1f-e209-4697-8c6c-8230bac9c7d0|TRDJLIW128F4282286|Ming Tea (Featuring Austin Powers)
AR04KTB1187B99B6B7|0184c417-228d-4cd3-80ce-b44d5b9a3311|TRWFPIM128C7196B79|The Disposable Heroes Of Hiphoprisy
AR04KY61187FB44E3A|7b7147d3-83a3-4c98-9ebf-bac6ccbb19fb|TRWICIQ128F92D9761|Fidel Nadal
AR04LAC1187FB3E44F|42f7b04b-df8a-4b5f-97d8-2e1877819084|TRMWZXQ128EF33E557|2 Vibes
AR04NH21187FB4485B|eb479a81-3725-463f-b66e-c15593a5a924|TRWBYCQ12903CDCEF8|Demise Of Eros
AR04NJI1187FB3FCBB|e16b30c8-f72a-4877-9e2c-407e5117a72d|TRGNUED128F429FC71|Paul Steel
AR04NU71187FB5940F|dc21e71d-4699-4cb3-8f39-d2d8d5dd6538|TRWBYSR128F92FAADA|Joshua Redman Quartet
AR04PRW1187FB4D60D|b6a68914-baec-4178-8871-f6c2f9936a3a|TRASQVY128F42B8627|The Bens
AR04S8J1187FB48358|2a291f34-73cb-40c5-b721-eab1269c7ba8|TRMPUWR128F428FCC0|Clifford Brown
AR04UU11187FB41E44|17f17162-7354-41fb-8809-e8b8c906ed12|TRGTHEB128EF35B8D3|The Kidneythieves
AR04VIG1187FB39606|9c7fd86b-c3dd-4f71-b4e7-7b1ed4803d2e|TRMDIZM12903CD06F0|Kill The Noise
AR04Y2N1187B98ED51|43967d0a-1857-4cb9-a2f3-1a8f6fe5a2ad|TRBMKIY128F42811A9|LMC vs U2
AR04YM81187B99331F|d72751d3-b0ce-43a7-83ab-96eb00529173|TRRQJDT128F930D065|Days Away
AR04YSL1187B9A2D63|970ec756-6038-4627-a8d0-379a0123cdd7|TRMWJEE128F423E4E9|Patience & Prudence
AR04ZDS1187B98C504|335abb73-0134-4264-bfd7-9b110ab8d4db|TRMIPDV128F933ABB6|Stuck In The Sound
AR050VJ1187B9B13A7|37c78aeb-d196-42b5-b991-6afb4fc9bc2e|TRMCZWO128F422F61E|Dead Kennedys
AR050ZM1187B9B07B5|8b6998e2-a769-4369-97e6-6b29ba7ad831|TRRRPQA128F429C8EE|iLiKETRAiNS
AR051KA1187B98B2FF|9db08847-f7a8-4cd2-a425-3ab4adc5b4d3|TRMHEOG128F4275C25|Wilks
AR051VM1187B9B7F27|282ed0dc-064e-480c-b827-5b5e9500f045|TRMHBEI128F92F960F|Chicken Shack / Stan Webb
AR052WY1187FB55B1C|6ec79457-b06b-4e3b-83f9-9b26fc7a99bc|TRCPZUT12903CB6CE5|We The Kings
AR0569B1187B9A4036|1be2e508-905c-4d90-9bf2-7ab55f78b3e6|TRMCWMU12903CAA706|Mike Bloomfield
AR0589W1187B9A0E2F|bf40b9eb-068a-4bdd-be46-ec0b5bd7a177|TRMMXLT128F148B5B7|Johnny Crawford
AR058K81187FB52B59|6ba2f6ce-50be-47df-b5a3-298ef032f476|TRQJYRH12903CFC81B|Henry Cow
AR059HI1187B9A14D7|56d7c456-3ffb-4384-89bf-b0024c2d9d55|TRMZOUP128F935F2A2|Roy Drusky
AR059VT1187FB40FCD|e6ed56ae-c477-48fa-a53b-63f6cbc4a3c3|TRWDVVV128F92F9451|Kylesa
AR05AMO1187FB58D71|26dc1641-9e83-46bb-ba77-bf331ca41bfb|TRWPTGU128F426E631|WES
AR05DT71187FB4FA2C|38e2abdd-6331-43a9-a53f-be77025c4d3e|TRGFOYG128F42ACABF|Eros Ramazzotti & Anastacia
AR05DXA1187FB3B1A8|e8a2e875-d283-448e-8656-49cd90dbd72e|TRWIMSY128F9341111|Neck
AR05DXD1187B9B2291|4de9b034-0079-42da-80e7-c17333786936|TRMIAXQ12903CEF47A|Spektr
AR05EX91187FB524BF|81523d7c-e38c-476a-aca4-2458b5ee0ab6|TRMSUJQ128F935732E|Roebeck
AR05FAY1187FB3E8B3|67f4ab30-bfe1-483a-a5ae-c6e6067497b8|TRMITLK12903CF462E|Lea Salonga
AR05G2V1187FB38994|b4981888-8340-4835-8d72-2af9c78e4c4d|TRMALSH12903CF81AB|Burden Of A Day
AR05IU31187B9B9A1A|38e3d9bd-5ff2-47f2-8519-52bf7572dd1c|TRMTYXE128E0795CCB|Alex Ubago
AR05KAM1187B9B6F55|320b4732-22ab-41f8-b566-b05bd4ede17f|TRMAYFR128F92E9DD8|Cal Smith
AR05KQA1187B9963B3|275c9c64-8eb9-40b3-91c6-ae8bade10557|TRQCNDV128F9343747|D'Molls
AR05MBI1187FB58737|34d3d994-5f71-4c26-aebb-53c5570d4a57|TRMLOFV128F4273128|Skapulario
AR05MKL1187B9B2FCA|ecee7c03-528b-43b4-9b05-5c27199f79d9|TRMQAYY128F9340D5E|Lowfish
AR05NHX1187B9B3FA3|efd82a2c-4268-41d0-9652-6166c4d74e79|TRWTCAN128F93396BA|John Strohm
AR05NQH1187B98E875|0efa01aa-2725-48af-a7df-273faa718ed6|TRMWRGY128F932C295|Kassav'
AR05OG01187B9B8A98|1a9a8ca0-ea8e-4e9e-96aa-288155bb2c5d|TRMCDED128E0782277|Todd Rundgren
AR05OJD1187B9B99A6|d50548a0-3cfd-4d7a-964b-0aef6545d819|TRMWWZD128F9341047|Ol' Dirty Bastard
AR05PFJ1187FB451C4|4133ef45-3c1b-49da-b886-a07300fa4da5|TRQHMON12903CFA4AB|Extended Spirit
AR05PKL1187FB4AD6A|07f06b75-aaf6-4796-a78d-71ccf3fb01b9|TRMHSJS128F9300B45|Tiller's Folly
AR05PNB1187B9B699A|4a93142b-1f82-4230-826d-a3e6f40a34af|TRMWCQG128F92F72EB|QPE
AR05QTW1187B9913F9|91becfb7-003a-40c5-affa-24876b90a3e3|TRMCZFV128F92FFAFD|Chuck Willis
AR05RMC1187B9B1DCE|fc4c61af-8b54-4e79-9b22-d9a2f0c0021d|TRMGXXS128F427F32C|Vincent Oliver
AR05S4O1187B992D7A|2f11c374-5a2d-4c04-abb9-419812001206|TRWVDTH128F933E2D6|Tijuana Cartel
AR05TTS11C8A422FEC|6a25cb17-ff09-4fd4-960b-3efe9a29a56d|TRHJSTN128F4258732|Westbam And The Love Committee
AR05UN81187FB4FC8B|266f5184-d8ab-40c3-9af2-b0c615b37b53|TRWFFJV128F933B45A|Drop Nineteens
AR05UYB1187B99B90F|e9ec4424-2d6f-4332-b969-6c07caedf371|TRMWWTL128F9354CC1|General Elektriks
AR05VW21187FB407B4|72402b72-3c5d-43ee-ba41-5affbdef9bad|TRMLVOD12903CDF402|Fudge Tunnel
AR05X9U1187FB471E2|82d8f499-410a-4516-a3ff-60774012c73b|TRJLAPL128F9318CC9|Die Strafe
AR05XFO1187FB4DAE5|91256980-7b7b-4777-9658-e1e155fd2a50|TRHKNFA128F422BC20|Mat Maneri
AR05XJQ1187B993E3F|bc0cf743-b43c-4c40-8f7e-7b5c6cc1a67a|TRWHGKY12903D11871|Major League
AR05Y4P1187FB38398|8b222d1a-00e2-41d1-9155-2d86679079da|TRWWUJJ12903CAFC35|Wildchild
AR05YYS1187FB38AC2|fa83723d-62eb-4a87-89e7-2907afc991bc|TRWECQX128F148322A|Leila Pinheiro
AR0602H1187B9916B4|d6c7da9f-64bd-44f7-8c03-376bf9cdb9fe|TRMSSSB128F4221F5A|Tyrannosaurus Rex
AR0602Z1187FB45281|f980fef0-2093-48fb-ac04-5129dfd78cfe|TRWCKLB128F92F557F|Ronan O Snodaigh
AR0618W11C8A414E38||TRMPTWF128F42369E0|The Apes
AR061BH1187B98DF74|34aacaab-6139-4e8e-975d-7f8b66d4a058|TRMBXBT12903CE3DAB|Guttermouth
AR061J011A348F060F|c757e9ae-b246-4a55-8b43-726a64f4012a|TRHAKDG128F92E3B99|Ximena Sarinana
AR064KK1187B999CF3|c137709d-9771-4472-8569-70e211e335e1|TRQPVWM128F146E0DB|Sandals
AR064OH1187FB384A0|9ee80dfd-da64-4895-944e-19533604de7e|TRWAGIU128F424663F|DK
AR064Q51187B99339B|a0fe06e3-deb7-4ea2-a7de-cc93740fd163|TRFPJQD128F9352A24|Doc Schoko
AR064X51187FB3B425|dac04672-1d12-41db-88b6-720d6471eefc|TRMGMZV128F9313E62|Two Dollar Pistols
AR065TW1187FB4C3A5|5bf64d94-efd9-4334-96fd-e6197b0b02b8|TRMWHVT128F428A897|Tricky
AR065WD1187B9B545B|4b4e50fc-ec3c-4ccc-aa50-768a7ca1ab85|TRMRLNR128F1470397|KAUKO  RÖYHKÄ
AR0680L1187B994254|98e1e2cb-ed71-4fc8-89ab-a2a1f7ec7c71|TRWNBDY128F92FF52C|Bootleg
AR0687M1187FB5604E|dcbd7e51-de76-47d6-aadc-7e38b779f82d|TRMJMOH128F422B4F1|Final Fantasy
AR0693R1187FB59D32|783b9eec-e8d2-48b7-b41f-ba1a1d3e155f|TRMZFBI128F426B933|Dusminguet
AR06A4I1187B98C660|797bcf41-0e02-431d-ab99-020e1cb3d0fd|TRWGDTD12903CC54FA|Rotersand
AR06B5X1187B9AF748|51d51dbe-b13a-4169-a3f6-c9f6c8b9908a|TRMABYD128F9306CB3|Circus Maximus
AR06B631187FB41C2C|e4a10ad0-3c15-4c47-b376-6b34ae48f38a|TRMLROF128F14776C0|Dina Carroll
AR06C3L1187B9A76F0|2b49b7e8-ae2b-4872-8a00-4ea8faedfd4c|TRQCYXE128F4229183|Arild Andersen_ Arve Henriksen_ Eivind Aarset_ Paolo Vinaccia_ Patrice Héral
AR06DSR1187B9A5EF7|a36ae312-ac4e-4c3e-b660-759ea2b74708|TRMYANG128F9306129|Dutch Master
AR06EB01187FB40150|dcaa4f81-bfb7-44eb-8594-4e74f004b6e4|TRMWJFM128F4235893|NOFX
AR06EHB1187FB42914|49b6e333-f56f-4da9-944c-15a6deee8ada|TRMGMGP12903D0589F|Chico César
AR06IFV1187B9977EC|69543b64-20e6-4db4-8e21-e113cd391ffe|TRMWIKV128F424BD25|MU330
AR06K7911C8A42C9DE|7b5e2311-fdba-410c-b7e0-b3a30adfa585|TRGUMOQ128F42BA0FD|The Kic Pimpz
